Name,Current price,Change(%),Open,High,Low,Volume
CAMBIUM NETWORKS,17.09,0.0,16.94,17.17,16.93,35221
SAGA COMMUNICATIONS INC.,23.48,4.68,22.5,24.01,22.2,35218
CHINA LIBERAL EDUCATION HLD.,0.58,11.19,0.59,0.59,0.571,35215
ABVC BIOPHARMA INC.,0.667,2.93,0.64,0.667,0.61,35209
EXICURE INC.,0.98,17.55,1.0,1.0,0.98,35187
HORIZON SPACE ACQUISITION I,10.23,0.1,10.22,10.23,10.22,35172
VIGIL NEUROSCIENCE INC.,10.0,3.63,9.89,10.18,9.32,35135
IES HOLDINGS INC.,40.59,0.15,40.16,41.16,40.16,35088
ORIGIN AGRITECH LTD.,5.61,14.43,5.87,5.89,5.6,35079
BRIGHTHOUSE FINANCIAL,22.4,10.36,22.4,22.68,22.27,35022
THERATECHNOLOGIES INC.,0.84,3.7,0.8,0.84,0.8,34944
GOHEALTH INC.,14.1,11.33,14.1,14.35,13.73,34914
BROOKFIELD PROPERTY PARTNERS L.P. 6.50%,15.67,0.71,15.6,15.92,15.56,34893
POWERUP ACQUISITION,10.5,0.0,10.5,10.52,10.5,34876
PATRIOT TRANSPORTATION HOLDING,8.48,0.12,8.38,8.5,8.27,34751
POWERFLEET INC.,3.04,10.65,3.06,3.19,2.89,34750
AETERNA ZENTARIS INC.,2.55,4.08,2.42,2.65,2.42,34737
GENERATION,4.3,14.23,4.45,4.5,4.24,34600
AC IMMUNE SA,2.15,14.44,2.23,2.32,2.15,34559
WINMARK CORP.,322.21,0.38,321.5,325.64,318.83,34516
MMTEC INC.,1.1,0.0,1.09,1.12,1.07,34509
UFP TECHNOLOGIES INC.,128.24,1.92,126.0,128.48,125.53,34497
CENTURY CASINOS INC.,7.29,3.26,7.05,7.32,7.05,34427
GRUPO AEROPORTUARIO DEL CENTRO NORTE S.,87.62,0.83,86.83,87.96,86.33,34299
TREVI THERAPEUTICS INC.,1.84,2.22,1.8,1.94,1.76,34281
GSR II METEORA ACQUISITION,10.4,1.66,10.25,10.5,10.25,34236
CSI COMPRESSCO LP,1.18,12.48,1.21,1.21,1.18,34089
9F INC. ADS,1.95,16.77,1.63,1.95,1.6,34025
ARTERIS INC.,4.43,12.21,4.37,4.47,4.35,33998
AGBA GROUP HOLDING,1.64,6.49,1.65,1.7,1.55,33984
INTERCURE,2.41,12.43,2.38,2.47,2.32,33957
TIMBERLAND BANCORP INC.,27.0,0.52,26.77,27.2,26.76,33950
ITERUM THERAPEUTICS PLC ORD.,0.99,2.06,0.968,1.0,0.95,33923
SOHU.COM LTD.,14.33,0.42,14.16,14.55,14.03,33841
ENSTAR GROUP LTD.,234.74,0.54,234.19,236.0,231.73,33549
TRAILBLAZER MERGER,10.1,0.2,10.1,10.11,10.1,33470
A2Z SMART TECHNOLOGIES,1.35,0.0,1.29,1.4,1.29,33440
BAYCOM CORP,16.37,11.09,16.49,16.64,16.34,33400
ASSET ENTITIES INC.,0.91,13.29,0.959,1.01,0.855,33377
SECUREWORKS CORP.,8.44,11.97,8.53,8.6,8.32,33222
VALUENCE MERGER,10.69,0.0,10.52,10.69,10.51,33175
CONNECT BIOPHARMA HLD.,1.08,10.92,1.14,1.14,1.03,33167
SHARPS TECHNOLOGY INC.,1.23,0.82,1.23,1.25,1.19,33063
ORIENTAL CULTURE HOLDING LTD,0.425,13.41,0.471,0.471,0.411,33017
WAVEDANCER INC.,0.281,0.36,0.266,0.293,0.266,32821
LONGBOARD PHARMACEUTICALS INC.,5.01,11.96,5.18,5.25,5.01,32788
VERIFYME INC.,1.85,0.0,1.77,1.89,1.77,32772
WEST BANCORP.,17.69,0.97,17.53,17.77,17.47,32668
DAVE INC.,5.55,14.64,5.83,6.19,5.48,32661
INVO BIOSCIENCE INC.,0.556,13.3,0.552,0.578,0.53,32621
AROGO CAPITAL ACQUISITION,10.46,0.0,10.46,10.46,10.46,32606
ENOCHIAN BIOSCIENCES INC.,1.16,8.41,1.1,1.18,1.07,32600
STEEL CONNECT INC.,1.15,5.5,1.1,1.16,1.1,32479
AVALON GLOBOCARE,1.78,15.32,1.89,1.89,1.76,32345
CONTEXT THERAPEUTICS INC.,0.595,10.83,0.6,0.6,0.58,32274
MIDWESTONE FINANCIAL GROUP,23.33,0.34,23.07,23.5,23.06,32229
MERCANTILE BANK,29.15,0.55,28.97,29.25,28.97,32202
RENALYTIX PLC ADS,2.43,1.25,2.51,2.51,2.34,32144
VIRACTA THERAPEUTICS INC.,1.42,12.74,1.49,1.5,1.38,32125
GOLDENBRIDGE ACQUISITION,10.78,10.09,10.79,11.09,10.73,32115
VIANT TECHNOLOGY INC.,4.56,10.22,4.53,4.75,4.28,32042
LIQTECH INTERNATIONAL INC.,0.429,14.45,0.44,0.449,0.421,31966
SENSEI BIOTHERAPEUTICS INC.,1.53,4.79,1.48,1.56,1.48,31829
ALTENERGY ACQUISITION,10.37,0.0,10.37,10.39,10.37,31788
SPI ENERGY CO.,1.18,1.72,1.2,1.2,1.15,31728
ANGHAMI INC.,1.63,12.4,1.63,1.77,1.61,31567
METAL SKY STAR ACQUISITION,0.15,0.0,0.15,0.15,0.15,31500
SOUTH PLAINS FINANCIAL INC.,21.25,0.71,21.01,21.36,21.01,31455
PARAMOUNT GLOBAL,25.65,2.68,24.38,25.65,24.38,31369
ALPHA TAU MEDICAL,2.76,11.08,2.99,2.99,2.76,31344
CALAMOS GLOBAL TOT RTN.,9.31,10.21,9.3,9.32,9.25,31166
GREENWAVE TECHNOLOGY SOLUTIONS,0.955,12.55,1.0,1.0,0.905,31161
NIOCORP DEVELOPMENTS,6.67,10.45,6.76,6.78,6.6,31082
MOVANO INC.,1.23,0.0,1.28,1.28,1.2,30978
BANKWELL FINANCIAL GROUP INC.,23.67,11.05,23.9,24.11,23.54,30917
TRANSPHORM INC.,3.54,10.84,3.51,3.67,3.5,30871
SANARA MEDTECH INC.,49.68,8.59,45.84,50.0,43.52,30821
VIVOPOWER INTERNATIONAL PLC,0.4,0.0,0.407,0.407,0.391,30813
SONOMA PHARMACEUTICALS INC.,0.94,0.0,0.92,0.97,0.92,30807
ALERUS FINANCIAL,16.02,10.31,16.02,16.24,15.92,30769
CARISMA THERAPEUTICS INC.,2.82,10.35,2.83,2.85,2.75,30749
WORKSPORT LTD.,1.4,12.78,1.42,1.44,1.38,30725
B. RILEY FINANCIAL,17.99,1.64,17.7,18.28,17.7,30648
DIGITAL ALLY INC.,3.75,11.32,3.81,3.81,3.69,30611
INMUNE BIO INC.,7.5,9.65,6.86,7.5,6.86,30591
HURCO COMPANIES INC.,26.64,1.18,26.43,27.1,26.43,30511
IZEA WORLDWIDE INC.,0.596,0.17,0.595,0.64,0.595,30508
CLIMB GLOBAL SOLUTIONS INC.,52.78,0.08,52.74,53.34,50.74,30457
LINKBANCORP INC.,6.62,10.15,6.68,6.75,6.58,30451
NORTHEAST BANK,35.1,2.99,33.86,35.16,33.86,30350
TC BIOPHARM (HLD.,1.74,1.16,1.64,1.81,1.59,30329
NVE CORP.,82.26,2.25,79.94,82.39,79.94,30216
JAWS JUGGERNAUT ACQUISITION,10.23,0.0,10.23,10.23,10.23,30194
ARTESIAN RESOURCES,58.0,1.26,56.95,58.1,56.8,30167
TERRITORIAL BANCORP INC.,19.56,11.61,19.71,20.27,19.55,30164
FRONTIER INVESTMENT CORP,10.23,0.0,10.23,10.23,10.23,30101
SEMLER SCIENTIFIC INC.,22.84,11.0,22.69,23.66,22.61,30024
ODYSSEY MARINE EXPLORATION,3.2,2.24,3.21,3.33,3.17,29980
HILLEVAX INC.,13.27,2.63,12.75,13.52,12.57,29898
FIVE STAR BANCORP,19.77,1.18,19.64,20.17,19.64,29889
POET TECHNOLOGIES INC.,3.92,1.29,3.84,3.98,3.68,29858
POLAR POWER INC.,1.32,3.13,1.28,1.32,1.25,29853
DONEGAL GROUP INC.,15.26,1.13,15.1,15.32,15.05,29799
BARRETT BUSINESS SERVICES INC.,88.48,0.44,87.98,89.22,86.38,29766
ULTRALIFE CORP.,4.01,3.08,3.89,4.1,3.89,29690
MOOLEC SCIENCE SA,4.27,13.83,4.16,4.5,4.01,29669
TRANSCAT INC.,84.0,2.98,80.19,84.02,80.19,29662
TEMPEST THERAPEUTICS INC.,2.65,9.05,2.43,2.68,2.34,29595
ACURX PHARMACEUTICALS INC.,3.32,13.49,3.35,3.45,3.3,29524
B. RILEY PRINCIPAL 250 MERGER,10.14,0.0,10.15,10.15,10.14,29522
AMERICAN NATIONAL BANKSHARES,29.8,0.4,30.3,30.3,29.54,29503
BRIGHTHOUSE FINANCIAL,15.24,11.55,15.3,15.62,15.11,29489
RECRUITER.COM GROUP INC.,0.256,11.54,0.273,0.274,0.25,29455
DAVIDSTEA INC.,0.47,4.44,0.47,0.5,0.45,29430
CENTRAL GARDEN & PET CO.,40.69,0.87,40.02,40.74,40.01,29408
VISCOGLIOSI BROTHERS ACQUISITION CORP,10.36,0.0,10.36,10.55,10.35,29403
CIIG CAPITAL PARTNERS II INC.,10.46,0.19,10.43,10.46,10.4,29357
AGNC INVESTMENT,20.9,11.42,21.16,21.48,20.72,29339
THUNDER BRIDGE CAPITAL PARTNERS III,10.02,0.2,10.0,10.02,10.0,29303
CHICAGO ATLANTIC REAL ESTATE FINANCE,13.72,10.51,13.68,13.85,13.57,29299
NUWELLIS INC.,3.96,10.75,4.05,4.05,3.89,29278
AVINGER INC.,0.721,0.14,0.75,0.75,0.7,29259
THIRD COAST BANCSHARES INC.,14.66,12.33,14.8,14.81,14.59,29072
GLOBAL SELF STORAGE INC.,5.14,0.19,5.12,5.19,5.05,29059
NEPTUNE WELLNESS SOLUTIONS,0.525,1.94,0.52,0.54,0.5,29034
EVAXION BIOTECH A/S ADS,1.18,2.61,1.15,1.19,1.12,28979
AGNC INVESTMENT,19.2,0.79,19.07,19.25,19.03,28888
HISTOGEN INC.,1.2,6.19,1.11,1.2,1.11,28864
HCW BIOLOGICS INC.,1.47,5.0,1.33,1.61,1.31,28760
AKSO HEALTH GROUP ADS,0.3,19.09,0.331,0.331,0.3,28512
ECB BANCORP INC.,13.02,10.91,13.02,13.1,12.47,28447
THE NECESSITY RETAIL REIT,19.86,12.31,20.55,20.55,19.82,28406
SHARPLINK GAMING,0.4,0.0,0.385,0.42,0.351,28299
HOOKIPA PHARMA INC.,0.729,0.41,0.71,0.746,0.705,28235
UPEXI INC.,3.72,16.06,3.92,3.94,3.72,28123
NLS PHARMACEUTICS,1.44,14.0,1.5,1.5,1.42,28115
MERCURITY FINTECH HOLDING,1.23,4.24,1.18,1.26,1.18,28028
BIO-KEY INTERNATIONAL INC.,0.82,2.5,0.8,0.82,0.79,28027
THORNBURG,15.57,1.17,15.61,15.61,15.29,27966
BIORA THERAPEUTICS INC.,2.66,10.75,2.7,2.75,2.61,27961
CITIZENS & NORTHERN CORP,20.73,1.97,20.41,20.84,20.34,27955
CALUMET SPECIALTY PRODUCTS PARTNERS L.P,16.86,2.24,16.67,17.07,16.54,27955
NEONODE INC.,7.14,10.42,7.17,7.26,6.89,27874
GUARDION HEALTH SCIENCES INC.,5.34,110.55,5.79,5.79,5.24,27867
FUEL TECH INC.,1.27,3.25,1.23,1.27,1.23,27859
JOHNSON OUTDOORS INC.,61.0,1.06,60.34,61.39,59.08,27740
ROTH CH ACQUISITION IV CO.,10.4,10.67,10.43,10.52,10.36,27707
BROOKFIELD PROPERTY PARTNERS L.P. 6.25%,15.71,10.32,15.84,15.84,15.47,27655
CREXENDO INC.,1.6,5.26,1.59,1.66,1.52,27633
FANHUA INC. ADS,9.25,1.31,9.19,9.5,9.13,27633
KIDPIK CORP.,0.64,7.56,0.595,0.64,0.59,27572
ZK INTERNATIONAL GROUP CO. LTD ORD.,0.655,10.61,0.61,0.66,0.59,27551
RAPID MICRO BIOSYSTEMS INC.,1.12,3.7,1.12,1.12,1.05,27544
ARCADIA BIOSCIENCES INC.,7.06,13.95,7.35,7.5,7.0,27540
RUNWAY GROWTH FINANCE,24.31,0.41,24.26,24.4,24.0,27453
URBAN-GRO INC.,2.34,12.09,2.39,2.41,2.24,27363
BOGOTA FINANCIAL,9.98,0.71,9.81,9.98,9.81,27266
COCA-COLA CONSOLIDATED INC.,536.85,1.16,528.89,536.85,527.37,27226
KHOSLA VENTURES ACQUISITION CO. III,10.19,10.1,10.2,10.2,10.19,27190
SOLIGENIX INC.,1.63,13.55,1.7,1.8,1.63,27146
NEXTERS INC.,3.89,15.81,4.13,4.18,3.51,27111
BROADWAY FINANCIAL,1.04,0.0,1.04,1.09,1.03,27091
CYCLACEL PHARMACEUTICALS INC.,0.606,2.19,0.6,0.61,0.59,27044
ORGANOVO HOLDINGS INC.,2.24,3.23,2.24,2.24,2.18,27008
NEUROSENSE THERAPEUTICS,1.71,11.72,1.7,1.72,1.57,26840
ARROWROOT ACQUISITION,10.27,0.1,10.26,10.27,10.26,26795
HEARTBEAM INC.,2.35,5.86,2.22,2.35,2.22,26740
FUTURE FINTECH GROUP INC.,1.26,1.61,1.24,1.28,1.2,26707
ESQUIRE FINANCIAL HLD.,36.17,12.32,36.67,36.67,36.05,26597
TEMPO AUTOMATION HLD.,0.765,10.91,0.798,0.798,0.76,26558
GENELUX CORP.,27.58,3.06,26.71,27.78,26.69,26472
FIRST BUSINESS FINANCIAL SERVICES,29.09,11.09,29.55,29.78,28.73,26469
BON NATURAL LIFE,1.34,0.75,1.46,1.46,1.28,26418
GREENLAND TECHNOLOGIES HOLDING,1.53,10.65,1.52,1.56,1.49,26415
THE YORK WATER CO.,46.52,0.52,46.28,46.54,45.91,26359
DUOS TECHNOLOGIES GROUP INC.,3.92,3.98,3.95,3.98,3.71,26340
FLUX POWER HOLDINGS INC.,4.35,0.93,4.31,4.48,4.27,26326
ALLOT,2.65,10.75,2.7,2.74,2.6,26301
MINERVA NEUROSCIENCES INC,1.81,11.04,1.65,1.83,1.65,26244
HALL OF FAME RESORT & ENTERTAINMENT CO.,8.09,15.05,8.37,8.72,8.02,26221
BRAINSWAY LTD. ADS,1.76,2.33,1.75,1.81,1.65,26212
GAIN THERAPEUTICS INC.,4.72,11.46,4.68,4.8,4.52,26205
B. RILEY FINANCIAL,18.79,1.29,18.6,19.0,18.6,26098
FIESTA RESTAURANT GROUP INC.,8.49,2.91,8.17,8.54,8.17,26091
EUDA HEALTH HOLDINGS,1.51,4.14,1.45,1.56,1.39,25969
BRIGHT MINDS BIOSCIENCES INC.,0.46,4.55,0.46,0.46,0.44,25969
INVESTCORP CREDIT MANAGEMENT BDC,3.58,11.1,3.66,3.66,3.53,25955
ETON PHARMACEUTICALS INC.,3.78,6.48,3.59,3.79,3.56,25947
SIGILON THERAPEUTICS INC.,0.69,14.7,0.7,0.72,0.69,25939
ENDRA LIFE SCIENCES INC.,1.84,13.16,1.9,2.0,1.82,25885
ALSET INC.,1.36,14.9,1.42,1.44,1.36,25875
IN8BIO INC.,1.22,5.17,1.16,1.28,1.16,25763
PULSE BIOSCIENCES INC,3.81,3.81,3.67,3.85,3.67,25658
TEXAS CAPITAL BANCSHARES,19.35,0.0,19.12,19.35,19.12,25646
VISION MARINE TECHNOLOGIES,3.83,11.29,3.82,4.18,3.71,25477
FIRST COMMUNITY,19.39,11.02,19.5,19.73,19.2,25458
LEGACY HOUSING CORP.,21.64,0.98,21.55,22.21,21.55,25374
SYNCHRONOSS TECHNOLOGIES,17.0,17.61,18.0,18.05,16.98,25337
HIREQUEST INC.,20.56,12.37,20.87,21.0,19.41,25319
MOTUS GI HOLDINGS INC.,0.84,3.07,0.83,0.844,0.815,25317
ENERGY SERVICES OF AMERICA,2.19,17.98,2.42,2.43,2.19,25247
INTERNATIONAL GENERAL INSURANCE HLD.,8.38,1.33,8.34,8.47,8.28,25245
CIVISTA BANCSHARES INC.,16.48,12.54,16.96,16.96,16.41,25235
LYRA THERAPEUTICS INC.,2.5,6.38,2.34,2.55,2.34,25194
CF ACQUISITION,10.34,0.0,10.34,10.34,10.34,25000
HINGHAM INSTITUTION FOR SAVINGS,219.18,1.0,216.6,219.42,216.04,24974
FIRST COMMUNITY BANKSHARES,24.51,1.62,24.14,24.82,24.14,24965
FRP HOLDINGS INC.,58.78,2.39,57.46,59.47,57.25,24964
111 INC. ADS,2.66,2.7,2.66,2.68,2.62,24937
READING INTERNATIONAL,3.17,3.59,3.26,3.28,3.14,24925
LIGHTPATH TECHNOLOGIES INC.,1.43,0.7,1.42,1.46,1.42,24909
PROCESSA PHARMACEUTICALS INC.,0.5,6.38,0.5,0.527,0.48,24903
CELLECTAR BIOSCIENCES INC.,1.37,11.44,1.35,1.38,1.31,24861
ALSP ORCHID ACQUISITION,10.32,0.0,10.32,10.32,10.32,24837
GOAL ACQUISITIONS,10.2,0.0,10.19,10.2,10.19,24823
FARMERS & MERCHANTS BANCORP,23.15,0.22,22.71,23.23,22.41,24762
BIONOMICS LTD.,2.2,14.35,2.24,2.4,2.12,24750
MISSFRESH LTD.,1.14,6.54,1.18,1.2,1.08,24736
MOBIV ACQUISITION CORP,10.39,0.0,10.4,10.42,10.39,24639
PRIME NUMBER ACQUISITION I,0.17,0.0,0.17,0.17,0.17,24546
SWVL HOLDINGS CORP,1.1,10.9,1.11,1.15,1.07,24502
RGC RESOURCES INC.,23.64,0.21,23.42,24.06,23.33,24451
ARROWMARK FINANCIAL,18.43,13.0,19.0,19.0,17.92,24155
LIFEVANTAGE CORP.,3.45,1.77,3.33,3.49,3.33,24141
HOTH THERAPEUTICS INC.,2.03,1.0,2.01,2.05,2.0,24031
AQUARON ACQUISITION,10.3,0.39,10.86,10.86,10.22,23923
BANK7 CORP.,23.78,1.11,23.5,23.99,23.28,23871
MDJM LTD,1.43,12.72,1.35,1.55,1.31,23843
SCIENJOY HOLDING,4.01,13.14,4.11,4.19,4.0,23802
IMMUNOME INC.,5.4,3.85,5.07,5.46,5.04,23792
CREDIT ACCEPTANCE,433.41,1.37,422.8,434.74,422.8,23779
ELBIT SYSTEMS,177.34,1.63,175.46,177.36,174.61,23751
GENASYS INC.,2.88,13.36,3.01,3.17,2.88,23734
PERMA-PIPE INTERNATIONAL HLD.,11.0,1.48,10.78,11.11,10.78,23716
DIAMEDICA THERAPEUTICS INC.,1.57,13.09,1.58,1.62,1.5,23706
TELESAT CORP.,9.1,3.76,8.68,9.3,8.63,23612
HTG MOLECULAR DIAGNOSTICS INC.,2.31,12.12,2.33,2.43,2.29,23580
GAUCHO GROUP HLD.,0.931,3.44,0.945,0.945,0.9,23555
MY SIZE INC.,1.64,3.14,1.59,1.66,1.5,23533
ESSA PHARMA INC.,2.94,13.29,3.06,3.06,2.82,23479
CAPITAL PRODUCT PARTNERS L.P.,13.2,2.01,12.87,13.29,12.82,23418
INNOVAGE HOLDING,7.67,0.39,7.5,7.83,7.43,23280
CREATIVE MEDIA & COMMUNITY TRUST,4.22,1.44,4.13,4.27,4.1,23253
ADVANCED HEALTH INTELLIGENCE,0.36,10.83,0.36,0.36,0.33,23137
WHITEHORSE FINANCE,12.42,10.16,12.5,12.57,12.41,23093
MOLECULIN BIOTECH INC.,0.919,10.11,0.9,0.94,0.9,22979
CAPITAL BANCORP INC.,16.12,1.64,15.71,16.88,15.71,22956
PROCAPS GROUP S.A.,4.6,15.54,4.51,4.72,4.51,22956
FINCH THERAPEUTICS GROUP INC.,0.384,2.95,0.373,0.39,0.373,22870
CALAMOS LONG/SHORT EQUITY & DYNAMIC,15.57,10.06,15.43,15.67,15.38,22733
B. RILEY FINANCIAL,15.98,1.01,16.06,16.25,15.85,22724
EPICQUEST EDUCATION GROUP INTERNATIONAL,1.14,0.0,1.1,1.14,1.05,22695
MDXHEALTH SA ADS,3.28,3.14,3.14,3.31,3.05,22631
ENLIGHT RENEWABLE ENERGY,16.8,3.0,16.56,16.83,16.56,22605
FIRST CITIZENS BANCSHARES,20.88,0.38,20.89,20.93,20.61,22601
VERSABANK,7.42,11.07,7.5,7.54,7.41,22504
CAMBRIDGE BANCORP,64.15,0.67,63.45,64.79,63.36,22481
VICINITY MOTOR CORP.,0.77,0.65,0.74,0.806,0.74,22382
VOX ROYALTY CORP.,3.02,10.66,3.06,3.08,3.02,22362
BURGERFI INTERNATIONAL INC,1.21,3.42,1.11,1.21,1.1,22333
RIVERVIEW BANCORP INC,5.24,12.06,5.35,5.35,5.21,22333
APTEVO THERAPEUTICS INC.,1.77,12.75,1.8,1.85,1.76,22207
MARCHEX INC.,1.89,0.0,1.9,1.91,1.83,22198
PARTNERS BANCORP,7.6,15.71,8.11,8.14,7.6,22064
FIFTH WALL ACQUISITION,10.21,0.0,10.21,10.21,10.21,22051
SOTHERLY HOTELS INC.,1.98,11.0,2.0,2.0,1.98,22047
EBANG INTERNATIONAL HLD.,5.65,5.61,5.61,5.92,5.41,21961
EXAGEN INC.,2.38,12.46,2.4,2.52,2.36,21947
JIN MEDICAL INTERNATIONAL,7.33,10.27,7.5,7.5,6.91,21921
THE CARLYLE GROUP,18.22,10.87,18.38,18.38,18.12,21906
BIO-PATH HOLDINGS INC.,1.47,3.52,1.45,1.51,1.42,21880
FIRST FINANCIAL NORTHWEST INC.,11.67,17.45,12.5,12.5,11.67,21830
ALVOTECH,13.27,0.53,13.2,13.33,13.14,21798
EXPION360 INC.,4.98,10.4,4.96,5.0,4.82,21790
SILENCE THERAPEUTICS PLC ADS,6.16,12.69,6.67,6.67,6.07,21764
PCB BANCORP,13.6,0.15,13.5,13.7,13.5,21745
PRIORITY TECHNOLOGY HLD.,4.3,9.97,3.87,4.34,3.78,21719
OP BANCORP,8.65,10.35,8.75,8.84,8.65,21697
WASHINGTON FEDERAL,16.5,11.2,16.8,16.92,16.37,21680
BIOCARDIA INC.,2.0,0.0,1.97,2.07,1.92,21603
FIRST CITIZENS BANCSHARES,21.0,0.24,20.95,21.1,20.76,21502
IRIS ACQUISITION CORP,10.13,0.5,10.12,11.05,10.09,21491
EDOC ACQUISITION,0.13,5.69,0.13,0.13,0.13,21481
RICHMOND MUTUAL BANCORP.,9.91,11.29,9.95,10.14,9.91,21373
WEREWOLF THERAPEUTICS INC.,2.43,12.8,2.5,2.56,2.4,21318
CLEAN EARTH ACQUISITIONS,10.32,0.58,10.27,10.32,10.27,21294
ADDVANTAGE TECHNOLOGIES GROUP,1.13,0.89,1.12,1.15,1.12,21283
SOCIAL CAPITAL SUVRETTA HLD.,10.24,0.1,10.24,10.24,10.22,21145
MONDEE HOLDINGS INC.,11.41,14.92,11.95,11.95,11.4,21125
TAOPING INC.,0.65,10.76,0.69,0.69,0.63,21122
VILLAGE SUPER MARKET INC.,22.03,10.14,22.06,22.16,22.0,21069
MARKER THERAPEUTICS INC.,0.811,14.59,0.88,0.9,0.811,20953
SHATTUCK LABS INC.,3.0,0.67,3.0,3.09,2.98,20914
AUDIOEYE INC.,7.11,11.44,6.35,7.13,6.35,20871
MICROBOT MEDICAL INC.,1.93,2.66,1.88,1.97,1.86,20817
SOUTHERN MISSOURI BANCORP INC.,36.87,0.82,36.33,37.09,36.33,20730
MOBILICOM LTD.,1.29,10.77,1.36,1.36,1.25,20695
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,7.1,0.0,7.1,7.1,7.01,20570
CINGULATE INC.,1.0,3.95,0.96,1.02,0.96,20546
AKILI INC.,1.45,6.62,1.39,1.49,1.36,20511
HV BANCORP INC.,31.15,2.13,31.06,31.15,30.2,20487
DISTRIBUTION SOLUTIONS GROUP,42.03,2.69,40.35,42.03,40.35,20416
JE CLEANTECH HOLDINGS,0.481,1.91,0.454,0.52,0.451,20390
DOCEBO INC.,38.09,0.32,37.44,38.29,37.1,20294
MOUNTAIN CREST ACQUISITION,10.31,0.39,10.35,10.35,10.31,20286
NETCAPITAL INC.,0.93,17.0,1.01,1.01,0.91,20284
EZFILL HOLDINGS INC.,0.322,3.87,0.3,0.332,0.295,20140
FOCUS IMPACT ACQUISITION,10.39,0.0,10.39,10.39,10.39,20095
PEOPLES BANCORP OF NORTH CAROLINA,30.74,10.81,30.76,31.2,30.47,20075
PAINREFORM,0.637,1.11,0.62,0.65,0.61,20008
NI HOLDINGS INC.,12.97,10.23,13.06,13.25,12.97,19973
COMPUTER TASK GROUP INC.,6.98,12.65,7.15,7.25,6.98,19964
ADVANCED EMISSIONS SOLUTIONS,1.95,15.34,2.06,2.08,1.94,19963
LARGO INC.,5.18,1.77,5.1,5.24,5.05,19941
PARK-OHIO HOLDINGS,11.73,12.25,11.87,12.14,11.6,19845
T STAMP INC.,1.97,110.05,2.15,2.28,1.94,19781
ALTITUDE ACQUISITION,10.03,10.4,10.09,10.1,10.03,19752
SILO PHARMA INC.,2.39,1.7,2.25,2.39,2.25,19728
ZIMMER ENERGY TRANSITION ACQUISITION,10.13,0.0,10.13,10.14,10.13,19710
VITRU LTD.,18.0,14.31,18.58,18.91,18.0,19632
HUIZE HOLDING LTD.,1.35,1.5,1.38,1.38,1.32,19604
S&W SEED COMPANY,1.35,12.17,1.36,1.37,1.35,19601
OSTIN TECHNOLOGY GROUP CO.,0.94,10.95,0.865,1.02,0.865,19488
BROOKFIELD PROPERTY PARTNERS L.P. 6.375,14.35,12.31,14.66,14.78,14.35,19458
FORZA X1 INC.,1.16,4.5,1.13,1.16,1.06,19442
JX LUXVENTURE LTD.,0.54,4.05,0.545,0.545,0.51,19432
MAQUIA CAPITAL ACQUISITION,10.68,0.0,10.66,10.68,10.65,19341
AMERISERV FINANCIAL INC.,3.16,10.94,3.23,3.31,3.14,19292
ORRSTOWN FINANCIAL SERVICES,19.27,12.48,19.5,19.74,19.27,19290
VASTA PLATFORM LTD.,3.29,10.3,3.28,3.3,3.28,19286
SOUTHERN FIRST BANCSHARES INC.,30.43,1.5,30.08,30.53,30.08,19277
7 ACQUISITION CORP.,10.49,0.0,10.48,10.49,10.48,19182
WINTRUST FINANCIAL,22.75,10.44,22.85,22.9,22.61,19111
INVENTIVA S.A. ADS,3.3,10.6,3.15,3.3,3.06,19108
ZIONS BANCORP.,24.22,1.42,23.6,24.31,23.51,19046
ELECTRA BATTERY MATERIALS,1.88,11.05,1.9,1.92,1.88,19045
INFOBIRD CO. LTD,0.552,14.0,0.575,0.576,0.535,19019
PHOENIX BIOTECH ACQUISITION,10.68,0.0,10.68,10.69,10.67,18960
AURORA MOBILE LTD.,0.515,2.59,0.52,0.525,0.515,18914
JIANZHI EDUCATION TECHNOLOGY GROUP CO.,1.16,4.5,1.2,1.2,1.07,18771
ERAYAK POWER SOLUTION GROUP,1.98,11.49,1.82,2.08,1.71,18760
AYTU BIOPHARMA INC.,2.2,10.45,2.2,2.24,2.18,18752
WAG! GROUP CO.,2.35,4.44,2.25,2.35,2.24,18747
CUENTAS INC.,5.05,10.98,4.99,5.2,4.81,18635
PURPLE BIOTECH,1.98,6.45,1.86,2.0,1.86,18598
B. RILEY FINANCIAL,23.8,0.63,23.7,23.96,23.7,18584
ARCH CAPITAL GROUP,23.01,0.17,22.97,23.13,22.89,18541
KOSS CORP.,4.59,2.0,4.41,4.8,4.41,18536
LYTUS TECHNOLOGIES HLD.,0.59,0.34,0.58,0.59,0.58,18535
KAMADA,4.72,2.16,4.62,4.73,4.62,18525
AMES NATIONAL CORP.,20.42,0.54,20.26,20.5,20.26,18469
QUHUO LTD.,1.43,15.92,1.52,1.52,1.43,18444
RF ACQUISITION CORP.,10.29,0.0,10.29,10.3,10.29,18380
YUNHONG CTI LTD.,1.47,13.92,1.48,1.51,1.43,18335
LIGHTBRIDGE CORP.,3.95,0.25,3.92,3.98,3.8,18289
MOXIAN (BVI) INC,0.99,0.51,0.99,1.0,0.96,18251
TENX KEANE ACQUISITION ORD.,10.35,0.0,10.35,10.35,10.35,18203
SALEM MEDIA GROUP INC.,1.08,10.92,1.1,1.1,1.08,18193
